Price,Close,High,Low,Open,Volume,Return,RSI,SMA_14,SMA_50,Momentum
2024-01-17,3683.5830078125,3707.621077964697,3615.2613456327895,3621.377530038045,3458696.0,0.006034222599589967,57.17187043552951,3578.5337437220983,3445.7869580078127,182.870361328125
2024-01-18,3700.65185546875,3706.5309771399134,3662.1526951745536,3696.289799531437,2239110.0,0.004633762187535639,59.069762269918975,3585.9301234654017,3455.693359375,223.59814453125
2024-01-19,3765.05712890625,3784.6317399780814,3738.3210747593575,3766.919057481787,2941975.0,0.017403764513088005,62.22133184381359,3596.72802734375,3467.0737255859376,220.582275390625
2024-01-23,3684.084716796875,3756.319706507699,3669.284402377034,3723.950079830963,2618854.0,-0.02150629043254315,57.1809740781519,3603.6318882533483,3476.6241357421877,196.126220703125
2024-01-24,3668.377685546875,3708.338398449399,3633.8118332357167,3704.8532560312447,2657709.0,-0.004263482644247252,63.926221177485935,3615.6079624720983,3486.5071044921874,169.4189453125
2024-01-25,3638.2998046875,3686.711116154436,3608.126162806935,3666.5634951802735,2205154.0,-0.008199232314022531,63.25175984134742,3627.1255405970983,3496.0540283203127,117.38916015625
2024-01-29,3629.41943359375,3647.561756466226,3610.179116005899,3629.228508398019,1646747.0,-0.002440802454572011,57.724281514588164,3633.1930106026784,3505.4593798828123,87.17333984375
2024-01-30,3628.989501953125,3674.106590733512,3616.051115583662,3635.5779359556423,1411621.0,-0.00011845741405513976,64.28110535962657,3643.2666538783483,3513.4764208984375,-52.88671875
2024-01-31,3643.6943359375,3660.929588370053,3625.0745845099527,3639.158755461559,2459358.0,0.004052046437847512,64.54709770632499,3653.604910714286,3520.0133740234373,-58.09521484375
2024-02-01,3680.170166015625,3728.629266117496,3633.2867233259526,3647.561820475824,2363107.0,0.010010672332848136,65.55279888724485,3664.9805908203125,3527.1926123046874,18.681396484375
2024-02-02,3787.25732421875,3804.5401323649935,3697.214073279119,3700.1264398730063,2826510.0,0.029098425717380305,70.49452371694544,3682.4813929966517,3536.1883349609375,103.67431640625
2024-02-05,3793.94140625,3840.4429940895143,3783.247031806397,3803.2034921577674,1691523.0,0.001764887214952715,62.05515306259123,3690.4860491071427,3545.496015625,93.28955078125
2024-02-06,3949.297119140625,3962.569566984558,3809.887694722218,3816.57170822173,4474396.0,0.04094836905880994,70.61723313380251,3708.1651611328125,3557.5324609375,184.239990234375
2024-02-07,3899.071533203125,3967.439537616754,3890.048161384149,3965.529819427768,2124267.0,-0.012717601239490728,69.4685972168484,3725.1353585379466,3568.9797314453126,214.98681640625
2024-02-08,3947.482666015625,3970.303702757069,3901.601644664023,3905.373291071768,2345173.0,0.01241606685085106,70.73098413645783,3743.985334123884,3582.3652783203124,279.10498046875
2024-02-09,3947.100830078125,3995.846195473964,3914.9218953206887,3949.821805233076,2100596.0,-9.672897129786584e-05,69.8813603986612,3761.5888323102677,3595.4957080078125,308.801025390625
2024-02-12,3934.68798828125,3971.831913158721,3920.221500261139,3943.567991208639,1013716.0,-0.0031447997736174793,64.93737896304654,3773.705322265625,3607.5509912109374,305.2685546875
2024-02-13,3962.18798828125,3981.7626005862894,3897.257566976725,3939.2238125363833,1257415.0,0.006989118344810086,77.03526773699123,3793.569841657366,3620.652216796875,333.198486328125
2024-02-14,3915.017578125,3929.1493051863713,3866.7016182555567,3921.606012143616,1391283.0,-0.011905141880133696,72.59444611191603,3811.1869768415177,3632.353916015625,271.3232421875
2024-02-15,3917.977783203125,3959.1318346649314,3898.6894441790746,3941.658100801181,1091582.0,0.0007561153989870117,76.96055519547303,3831.16397530692,3644.099658203125,237.8076171875
2024-02-16,3941.944580078125,3960.707934118615,3915.017833584227,3927.574137323032,1307556.0,0.00611713445077422,79.27546314401408,3853.4872000558034,3655.961552734375,154.687255859375
2024-02-19,3918.550537109375,3941.944584755052,3871.953600131452,3936.931574545264,772291.0,-0.005934645323777299,76.00549560421827,3874.1701311383927,3665.980595703125,124.609130859375
2024-02-20,3848.702392578125,3913.0122404364697,3828.984647181612,3897.8300753576905,1193648.0,-0.01782499520416425,66.75247931658444,3888.81356375558,3674.3978564453123,-100.5947265625
2024-02-21,3811.320068359375,3879.92678741508,3800.91219749732,3831.8495388516026,1885939.0,-0.009712968269731226,60.70121771447057,3898.181413922991,3681.843681640625,-87.75146484375
2024-02-22,3902.604736328125,3910.100240420899,3791.745501130713,3791.745501130713,2982052.0,0.02395093204755283,59.660946801945514,3906.4205147879466,3690.8079638671875,-44.8779296875
2024-02-23,3869.184326171875,3943.567750543127,3863.741443264812,3943.567750543127,2538072.0,-0.008563616459835166,56.03184364080317,3911.79500906808,3698.5500537109374,-77.91650390625
2024-02-26,3820.438720703125,3867.1790230115994,3802.964754049245,3853.8109967592127,1379284.0,-0.012598419036029318,37.54037896979214,3902.590837751116,3706.806943359375,-114.249267578125
2024-02-27,3919.12353515625,3937.838866469874,3818.481480847,3818.481480847,2960475.0,0.025830754441459103,51.77274624689247,3904.023123604911,3715.6398046875,-43.064453125
2024-02-28,3933.01708984375,3967.343994861852,3904.418873205376,3910.721036534811,1939225.0,0.0035450667892626964,48.63801011694296,3902.9898681640625,3721.0760595703123,17.99951171875
2024-02-29,3910.24365234375,3951.302594259972,3881.072659776966,3913.96750964168,3772719.0,-0.005790322538594572,46.6701575161268,3900.3572126116073,3726.090986328125,-7.734130859375
2024-03-01,3909.527587890625,3953.1168141025128,3902.318354806143,3921.797621008447,2043265.0,-0.0001831252772945824,47.67781794157557,3898.560041155134,3731.90708984375,-32.4169921875
2024-03-04,3896.49365234375,3932.0143657858353,3891.910281840276,3919.696776107662,1749271.0,-0.0033338901577895097,43.77038462464509,3893.86758858817,3738.148095703125,-22.056884765625
2024-03-05,3830.990234375,3880.547327718726,3800.339164448949,3878.637609545636,2070859.0,-0.01681086222977668,42.29965169267338,3887.86563546317,3742.93775390625,-17.712158203125
2024-03-06,3880.833984375,3888.186353005967,3779.762052849612,3813.755130912655,1744204.0,0.013010670074999897,46.86545441958956,3885.2125069754466,3748.03205078125,69.513916015625
2024-03-07,3923.1337890625,3937.83852444609,3855.4341459453694,3881.501843325256,2688905.0,0.010899668694359876,48.46021179606984,3883.868879045759,3754.511904296875,20.529052734375
2024-03-11,3936.26318359375,3965.529519377564,3904.418541953976,3904.418541953976,2304068.0,0.003346659899250426,51.4746791626133,3885.1340680803573,3760.957548828125,67.078857421875
2024-03-12,4003.0078125,4039.006184822432,3935.021662321107,3936.2632588176057,4039801.0,0.016956343057659362,62.913542491170446,3896.1558837890625,3768.9523828125,182.569091796875
2024-03-13,3961.710205078125,4049.557237825097,3945.382022047853,4015.1823119675855,2837260.0,-0.01031664422260603,62.503937941293,3906.89803641183,3776.2445361328123,42.586669921875
2024-03-14,4017.6650390625,4034.279493313636,3901.554085131247,3965.959514662423,2919608.0,0.014123908889815295,60.163596800524466,3915.116629464286,3784.320107421875,84.64794921875
2024-03-15,4028.7890625,4047.6475288114,3988.4462674794095,4003.342161965736,3373143.0,0.0027687782155416674,64.67643597573434,3926.5169677734375,3793.147275390625,118.54541015625
2024-03-18,3965.052001953125,4062.6863348127777,3931.966230813916,4024.969404270418,1526904.0,-0.01582040150479458,62.941102445879196,3936.8464878627233,3802.4340625,55.5244140625
2024-03-19,3797.760986328125,3874.8180658535766,3787.544041009118,3868.372767197956,8931209.0,-0.042191379972468246,40.32725001410728,3928.177734375,3808.8482080078124,-98.732666015625
2024-03-20,3791.649658203125,3836.623612110713,3781.432713127354,3806.068122915207,1817913.0,-0.0016091924023130533,38.59130975494134,3918.080060686384,3813.7917041015626,-39.340576171875
2024-03-21,3793.607177734375,3827.4568840908046,3769.783491301621,3809.9353605723127,3829582.0,0.0005162712032253935,40.25991077519402,3909.7488839285716,3819.904677734375,-87.226806640625
2024-03-22,3734.3583984375,3760.235173555279,3680.9818674595226,3721.0859500621946,5852485.0,-0.015618058623628972,36.674631631223,3897.236798967634,3824.6126708984375,-188.775390625
2024-03-26,3702.466064453125,3768.542265839503,3696.6891204236167,3700.0789167648895,3440925.0,-0.008540244556526577,35.65172303102672,3883.377685546875,3828.243779296875,-233.797119140625
2024-03-27,3667.518310546875,3719.176282324686,3656.537430637573,3712.969698028124,1968575.0,-0.00943904773139681,37.339139543810354,3871.7011195591517,3830.7492236328126,-335.489501953125
2024-03-28,3701.320068359375,3738.2730658344526,3667.1360687962233,3676.302808642389,4311783.0,0.009216520532506767,35.74240465805498,3858.8786969866073,3831.1381005859375,-260.39013671875
2024-04-01,3739.9443359375,3755.747300480612,3712.539926713797,3721.754223672464,1569676.0,0.010435268192098057,35.36503542768337,3845.7937360491073,3831.9011962890627,-277.720703125
