Price,Close,High,Low,Open,Volume,Return,RSI,SMA_14,SMA_50,Momentum
2024-01-17,793.768798828125,801.7996289288051,792.241479645868,799.1391044686554,7895439.0,-0.016242268810154004,71.91345371520836,787.5539289202009,715.7320532226563,23.74749755859375
2024-01-18,807.0713500976562,810.9143365040816,785.3438442275183,795.1975938414143,11500495.0,0.016758722803378534,68.566,790.3059343610491,719.1414501953125,22.95916748046875
2024-01-19,811.5055541992188,813.9197349330318,807.5147975515976,811.8011546652433,5706888.0,0.005494190942382016,66.61627248840205,792.6250871930804,722.6602233886719,32.1231689453125
2024-01-23,788.743408203125,815.4963026018946,784.6540780131628,812.835838292056,9436209.0,-0.02804927936513646,56.91511591599926,793.7547476632254,725.7720373535157,11.18402099609375
2024-01-24,799.0406494140625,800.1245379084083,776.9682243113053,790.6649615172381,7217542.0,0.013055248517887641,61.918271927902744,795.8275582449777,728.9557861328125,10.937744140625
2024-01-25,799.9766845703125,802.243095226475,788.5956151371599,802.095264916719,10109720.0,0.0011714487328478018,57.30488839925581,796.9607369559152,732.1247521972656,3.3502197265625
2024-01-29,828.7003784179688,831.4594164008449,799.1883850177434,799.9766729924912,12823686.0,0.035905663754543626,68.59903159247702,800.4834507533482,735.8248352050781,24.979248046875
2024-01-30,846.289306640625,872.9930056031293,830.5233064180459,830.6711367271397,19734613.0,0.02122471363683265,73.16508505329074,805.3927307128906,739.5160510253907,41.7799072265625
2024-01-31,871.2685546875,883.3886547091053,852.5464303824548,852.5464303824548,24562392.0,0.029516204270654267,75.54481543278153,811.3331342424665,743.5324389648438,70.70062255859375
2024-02-01,865.6519165039062,886.9853087934789,863.484079527983,886.8374784900577,14505885.0,-0.0064465062504273085,71.58706325782434,816.2635236467634,747.4138317871094,58.77764892578125
2024-02-02,865.8983154296875,882.6496910909161,864.0260787987777,873.042284461682,13003437.0,0.0002846397276821122,70.31554059255248,820.7047511509487,751.4430310058593,72.1295166015625
2024-02-05,913.2455444335938,936.1062566238588,901.9629885752554,920.3402565122992,38686871.0,0.05467989504103721,77.24020754467143,828.4716186523438,756.27333984375,106.1741943359375
2024-02-06,925.8090209960938,927.5334271562696,914.8221264039116,922.705125993286,12714803.0,0.013756953580640774,80.07572466380911,837.4174107142857,761.3647705078125,114.303466796875
2024-02-07,920.1431274414062,930.19396408181,914.4772214101876,930.19396408181,7913010.0,-0.006119937726024149,77.2846081216462,845.5080435616629,766.3675183105469,131.39971923828125
2024-02-08,910.7821044921876,925.956903616184,905.3625419682626,923.2963790759358,11576253.0,-0.010173442228763152,78.70439687327072,853.8661368233817,771.3062170410157,111.74145507812511
2024-02-09,901.6181030273438,913.8367767865784,892.7989849637645,912.4572277631916,7904881.0,-0.010061683710785418,73.67383754658952,860.6194763183594,775.5925988769532,101.64141845703125
2024-02-12,898.267822265625,911.4718712685764,894.720496337154,902.702009747472,7286778.0,-0.0037158534755120654,71.8432256194799,866.8167811802456,779.5193188476562,69.56744384765625
2024-02-13,893.6365966796875,905.6581233655388,880.9252353343002,898.267810988573,8574218.0,-0.005155729139062926,79.0609034909542,874.3091517857143,783.4706726074219,47.3472900390625
2024-02-14,904.869873046875,906.4957658944458,881.2701291795872,886.8375221254936,6570939.0,0.012570295810315768,79.16894613983416,881.8683820452009,787.6654138183594,33.601318359375
2024-02-15,907.0869750976562,913.4426560924994,902.9483879282802,910.190930510318,6430799.0,0.002450188824737687,79.31501984353028,889.5191170828683,791.9015417480468,41.43505859375
2024-02-16,924.8729248046876,934.9237615491392,910.5849877084862,911.471849240429,12826164.0,0.01960776661479069,77.99772065233269,896.3885846819196,796.4273681640625,58.974609375000114
